Open,High,Low,Close,Adj Close,Volume
0.078993,0.081597,0.078993,0.078993,0.055651,41731200
0.079861,0.079861,0.074653,0.077257,0.054428,79430400
0.077257,0.079861,0.075521,0.077257,0.054428,70560000
0.077257,0.081597,0.076389,0.078993,0.055651,37324800
0.080729,0.085938,0.079861,0.085938,0.060543,79171200
0.085938,0.08941,0.085069,0.085938,0.060543,70416000
0.087674,0.087674,0.084201,0.085069,0.059931,110102400
0.084201,0.086806,0.082465,0.083333,0.058708,78854400
0.083333,0.088542,0.080729,0.086806,0.061155,323107200
0.087674,0.09375,0.085938,0.087674,0.061766,152582400
0.085069,0.09809,0.085069,0.095486,0.06727,250099200
0.097222,0.097222,0.090278,0.094618,0.066658,73641600
0.094618,0.094618,0.086806,0.092014,0.064824,213984000
0.092014,0.09375,0.090278,0.09158,0.064518,49968000
0.09158,0.105035,0.090278,0.105035,0.073997,151920000
0.104167,0.105035,0.094618,0.097222,0.068493,231523200
0.097222,0.097222,0.082465,0.08941,0.062989,157478400
0.08941,0.090278,0.079861,0.084201,0.05932,96220800
0.084201,0.088542,0.078993,0.083333,0.058708,206179200
0.081597,0.085938,0.079861,0.085938,0.060543,180662400
0.085938,0.088542,0.076389,0.082465,0.058097,224236800
0.085069,0.088542,0.083333,0.085938,0.060543,164073600
0.085938,0.087674,0.083333,0.086806,0.061155,116467200
0.086806,0.087674,0.085069,0.085938,0.060543,103190400
0.086806,0.09375,0.085069,0.085938,0.060543,333993600
0.084201,0.085938,0.075521,0.078125,0.055039,505612800
0.078125,0.087674,0.078125,0.081597,0.057485,266284800
0.085069,0.085069,0.068576,0.075521,0.053205,350150400
0.078125,0.101128,0.074653,0.099826,0.070328,533894400
0.100694,0.111111,0.099826,0.100694,0.070939,473558400
0.100694,0.105035,0.092014,0.105035,0.073997,273283200
0.105035,0.125868,0.103299,0.122396,0.086228,1033862400
0.121528,0.128472,0.119792,0.126736,0.089286,634636800
0.128472,0.12934,0.122396,0.127604,0.089897,171792000
0.125868,0.138889,0.125,0.137153,0.096624,483926400
0.138889,0.148872,0.137153,0.143229,0.100905,475833600
0.142361,0.157118,0.138021,0.15625,0.110078,388108800
0.154514,0.157118,0.147569,0.152778,0.107632,442166400
0.15191,0.153212,0.144965,0.153212,0.107938,192816000
0.153646,0.156684,0.139757,0.141493,0.099682,392745600
0.140625,0.146701,0.136285,0.142361,0.100293,326966400
0.140625,0.174479,0.140625,0.172743,0.121698,539251200
0.171875,0.1875,0.171007,0.186632,0.131482,515203200
0.184896,0.208333,0.184462,0.202257,0.14249,735264000
0.202257,0.209201,0.195313,0.204861,0.144325,989942400
0.204861,0.210938,0.199653,0.203125,0.143102,1320220800
0.203125,0.203993,0.19184,0.197049,0.138821,593625600
0.197917,0.200521,0.18316,0.197917,0.139433,629712000
0.200521,0.210938,0.184028,0.192708,0.135763,875606400
0.19184,0.19184,0.163194,0.166667,0.117417,1194537600
0.168403,0.203125,0.164931,0.178819,0.125978,640598400
0.180556,0.185764,0.164931,0.169271,0.119252,1052668800
0.166667,0.185764,0.145833,0.174479,0.122921,1183075200
0.171875,0.201389,0.170139,0.197917,0.139433,395352000
0.197917,0.227431,0.185764,0.220486,0.155333,792921600
0.217014,0.223958,0.203125,0.211806,0.149218,330840000
0.211806,0.215278,0.196181,0.213542,0.150441,241790400
0.210069,0.232639,0.206597,0.213542,0.150441,647899200
0.213542,0.220486,0.192708,0.197917,0.139433,506275200
0.197917,0.220486,0.194444,0.220486,0.155333,351144000
0.220486,0.234375,0.21875,0.223958,0.157779,303278400
0.223958,0.230903,0.21875,0.227431,0.160225,316900800
0.229167,0.243056,0.222222,0.236111,0.16634,303076800
0.236111,0.251736,0.229167,0.230903,0.162671,358113600
0.229167,0.232639,0.203125,0.211806,0.149218,386625600
0.217014,0.223958,0.213542,0.220486,0.155333,155692800
0.21875,0.244792,0.213542,0.243056,0.171233,279144000
0.244792,0.267361,0.241319,0.260417,0.183464,280771200
0.262153,0.267361,0.244792,0.25434,0.179183,376488000
0.253472,0.286458,0.253472,0.282986,0.199364,446774400
0.282986,0.291667,0.267361,0.270833,0.190802,468129600
0.270833,0.305556,0.269097,0.296875,0.209149,615124800
0.28125,0.321181,0.277778,0.317708,0.223826,607348800
0.317708,0.322917,0.309028,0.315104,0.221991,173347200
0.310764,0.315972,0.284722,0.293403,0.206703,208468800
0.293403,0.315972,0.293403,0.305556,0.215265,292521600
0.305556,0.317708,0.293403,0.313368,0.220768,235569600
0.314236,0.315972,0.274306,0.277778,0.195695,597081600
0.276042,0.298611,0.272569,0.286458,0.20181,370728000
0.284722,0.291667,0.258681,0.282118,0.198752,539942400
0.282986,0.319444,0.28125,0.311632,0.219545,544651200
0.311632,0.319444,0.296875,0.302083,0.212818,335779200
0.307292,0.34375,0.303819,0.328125,0.231164,508852800
0.328125,0.376736,0.324653,0.369792,0.260519,582134400
0.371528,0.383681,0.355903,0.355903,0.250734,340574400
0.356771,0.361111,0.333333,0.342014,0.240949,365328000
0.34375,0.348958,0.335069,0.34375,0.242172,155174400
0.340278,0.394097,0.336806,0.372396,0.262353,356198400
0.375,0.387153,0.368056,0.381076,0.268468,296928000
0.383681,0.399306,0.380208,0.381944,0.26908,355132800
0.381944,0.449653,0.380208,0.446181,0.314335,442425600
0.454861,0.473958,0.447917,0.465278,0.327789,322286400
0.463542,0.522569,0.454861,0.501736,0.353473,564249600
0.506944,0.538194,0.491319,0.520833,0.366927,529416000
0.520833,0.522569,0.461806,0.513889,0.362035,786600000
0.515625,0.53125,0.505208,0.521701,0.367539,384523200
0.524306,0.605903,0.522569,0.59375,0.418298,704016000
0.59375,0.604167,0.564236,0.585069,0.412182,446270400
0.59375,0.598958,0.559028,0.565972,0.398728,418046400
0.565972,0.583333,0.539931,0.565972,0.398728,415339200
0.565972,0.572917,0.536458,0.541667,0.381605,325036800
0.546875,0.564236,0.536458,0.550347,0.38772,344592000
0.550347,0.585069,0.543403,0.575521,0.405455,309240000
0.579861,0.597222,0.541667,0.541667,0.381605,286797600
0.548611,0.579861,0.538194,0.555556,0.39139,258256800
0.565972,0.583333,0.486111,0.520833,0.366927,485510400
0.520833,0.565972,0.517361,0.536458,0.377935,229593600
0.53125,0.53125,0.493056,0.506944,0.357143,328384800
0.5,0.524306,0.458333,0.512153,0.360812,410004000
0.520833,0.552083,0.513889,0.538194,0.379158,238780800
0.548611,0.572917,0.524306,0.567708,0.399951,644961600
0.569444,0.590278,0.569444,0.572917,0.403621,295423200
0.576389,0.635417,0.555556,0.635417,0.447652,340617600
0.628472,0.673611,0.621528,0.642361,0.452544,359474400
0.638889,0.663194,0.618056,0.652778,0.459883,323100000
0.649306,0.659722,0.597222,0.611111,0.430528,374860800
0.611111,0.65625,0.59375,0.623264,0.43909,307260000
0.621528,0.684028,0.621528,0.663194,0.467221,324108000
0.659722,0.673611,0.614583,0.649306,0.457437,373413600
0.649306,0.708333,0.645833,0.684028,0.481898,288100800
0.670139,0.725694,0.666667,0.71875,0.50636,292752000
0.715278,0.746528,0.697917,0.741319,0.52226,221832000
0.739583,0.746528,0.684028,0.696181,0.49046,268912800
0.6875,0.71875,0.65625,0.680556,0.479452,525139200
0.680556,0.697917,0.652778,0.65625,0.462329,345873600
0.652778,0.663194,0.614583,0.644097,0.453767,319435200
0.645833,0.708333,0.628472,0.697917,0.491683,392846400
0.694444,0.760417,0.694444,0.741319,0.52226,263916000
0.753472,0.767361,0.725694,0.756944,0.533268,313567200
0.756944,0.78125,0.732639,0.739583,0.521037,308743200
0.739583,0.743056,0.704861,0.711806,0.501468,338277600
0.704861,0.760417,0.666667,0.75,0.528376,434354400
0.753472,0.802083,0.746528,0.789931,0.556507,286113600
0.795139,0.829861,0.788194,0.8125,0.572407,299440800
0.8125,0.854167,0.802083,0.833333,0.587084,301564800
0.840278,0.916667,0.833333,0.913194,0.643346,361569600
0.913194,1.010417,0.909722,0.979167,0.689824,858535200
0.975694,1.041667,0.940972,1.027778,0.724071,390571200
1.017361,1.0625,1,1.038194,0.731409,239090400
1.038194,1.041667,0.982639,1.034722,0.728963,461671200
1.041667,1.048611,0.982639,0.996528,0.702055,326383200
0.989583,1.034722,0.954861,1.013889,0.714286,519876000
1.010417,1.055556,0.996528,1.045139,0.736301,272476800
1.048611,1.121528,1.045139,1.092014,0.769325,296121600
1.09375,1.152778,1.059028,1.128472,0.79501,408456000
1.128472,1.246528,1.125,1.206597,0.850048,561024000
1.201389,1.302083,1.194444,1.279514,0.901419,454226400
1.28125,1.315972,1.208333,1.229167,0.865949,474429600
1.239583,1.309028,1.215278,1.232639,0.868396,537732000
1.232639,1.246528,1.177083,1.199653,0.845157,535903200
1.190972,1.201389,1.069444,1.180556,0.831703,836834400
1.180556,1.232639,1.097222,1.21875,0.85861,511495200
1.215278,1.302083,1.177083,1.277778,0.900196,467503200
1.243056,1.3125,1.232639,1.309028,0.922212,459986400
1.315972,1.340278,1.229167,1.241319,0.87451,490118400
1.222222,1.277778,1.125,1.256944,0.885518,422380800
1.256944,1.284722,1.166667,1.177083,0.829256,308404800
1.180556,1.263889,1.173611,1.211806,0.853719,173901600
1.229167,1.291667,1.194444,1.236111,0.870842,246456000
1.229167,1.243056,1.125,1.177083,0.829256,293932800
1.159722,1.236111,1.076389,1.145833,0.807241,358437600
1.138889,1.368056,1.111111,1.354167,0.954012,611380800
1.375,1.402778,1.319444,1.392361,0.98092,382874400
1.381944,1.5625,1.381944,1.5,1.056751,427276800
1.493056,1.5625,1.4375,1.5,1.056751,310294800
1.506944,1.520833,1.416667,1.447917,1.020059,251859600
1.444444,1.479167,1.361111,1.465278,1.03229,272836800
1.472222,1.520833,1.416667,1.430556,1.007828,228229200
1.430556,1.506944,1.381944,1.482639,1.04452,223416000
1.486111,1.590278,1.472222,1.541667,1.086106,292611600
1.527778,1.541667,1.458333,1.520833,1.071428,139968000
1.527778,1.583333,1.361111,1.388889,0.978474,388710000
1.381944,1.486111,1.3125,1.46875,1.034736,373953600
1.465278,1.555556,1.423611,1.440972,1.015167,259624800
1.4375,1.590278,1.4375,1.576389,1.110568,248144400
1.590278,1.645833,1.440972,1.475694,1.039628,480196800
1.479167,1.625,1.451389,1.475694,1.039628,546134400
1.465278,1.534722,1.381944,1.461806,1.029844,573210000
1.465278,1.479167,1.305556,1.315972,0.927103,694602000
1.305556,1.333333,1.138889,1.243056,0.875734,813348000
1.25,1.291667,1.118056,1.270833,0.895303,747561600
1.263889,1.354167,1.215278,1.347222,0.949119,551959200
1.381944,1.506944,1.333333,1.371528,0.966243,534798000
1.361111,1.402778,1.236111,1.319444,0.92955,473853600
1.319444,1.451389,1.270833,1.361111,0.958904,389667600
1.364583,1.395833,1.277778,1.375,0.968689,398498400
1.388889,1.444444,1.340278,1.423611,1.002935,299530800
1.430556,1.503472,1.357639,1.486111,1.046966,583372800
1.486111,1.576389,1.458333,1.548611,1.090998,463716000
1.555556,1.597222,1.506944,1.583333,1.11546,356346000
1.569444,1.618056,1.527778,1.59375,1.122798,232984800
1.590278,1.708333,1.534722,1.701389,1.19863,488098800
1.680556,1.729167,1.631944,1.659722,1.169276,269564400
1.652778,1.6875,1.618056,1.680556,1.183953,217897200
1.673611,1.75,1.638889,1.725694,1.215753,205880400
1.736111,1.826389,1.722222,1.795139,1.264677,579967200
1.791667,1.875,1.756944,1.850694,1.303815,410446800
1.861111,1.930556,1.840278,1.916667,1.350294,265359600
1.923611,1.965278,1.888889,1.947917,1.37231,241588800
1.9375,1.979167,1.875,1.958333,1.379647,339343200
1.958333,2.083333,1.958333,1.993056,1.40411,354020400
1.972222,2.090278,1.944444,2.065972,1.455479,484545600
2.069444,2.107639,1.993056,2.027778,1.428572,284209200
2.027778,2.0625,1.972222,2.03125,1.431018,289998000
2.048611,2.194444,2.013889,2.194444,1.545988,463611600
2.194444,2.263889,2.173611,2.215278,1.560665,346572000
2.208333,2.229167,2.159722,2.194444,1.545988,235357200
2.222222,2.222222,1.791667,1.833333,1.291585,501841800
1.875,1.916667,1.722222,1.902778,1.340509,360390600
1.833333,2,1.791667,1.930556,1.360079,336882600
1.916667,1.930556,1.555556,1.680556,1.183953,618112800
1.708333,1.819444,1.569444,1.736111,1.223092,370443600
1.736111,1.819444,1.680556,1.684028,1.186399,193734000
1.704861,1.888889,1.652778,1.75,1.232877,449380800
1.736111,1.75,1.222222,1.291667,0.909981,1213750800
1.305556,1.361111,1.201389,1.291667,0.909981,805620600
1.291667,1.5,1.277778,1.409722,0.99315,323283600
1.409722,1.416667,1.305556,1.361111,0.958904,171853200
1.368056,1.402778,1.246528,1.305556,0.919765,239898600
1.298611,1.423611,1.263889,1.354167,0.954012,286504200
1.333333,1.416667,1.131944,1.229167,0.865949,464661000
1.222222,1.357639,1.215278,1.309028,0.922212,253926000
1.305556,1.3125,1.243056,1.270833,0.895303,231715800
1.270833,1.381944,1.041667,1.090278,0.768102,1012653000
1.111111,1.173611,1.097222,1.138889,0.802348,320929200
1.138889,1.180556,1.076389,1.166667,0.821918,344251800
1.194444,1.236111,1.131944,1.159722,0.817025,328048200
1.152778,1.229167,1.145833,1.1875,0.836595,273166200
1.194444,1.354167,1.1875,1.256944,0.885518,702736200
1.243056,1.423611,1.229167,1.423611,1.002935,390958200
1.444444,1.479167,1.340278,1.368056,0.963797,390301200
1.375,1.472222,1.361111,1.413194,0.995596,254563200
1.416667,1.506944,1.375,1.472222,1.037182,313774200
1.479167,1.486111,1.347222,1.361111,0.958904,272289600
1.347222,1.534722,1.3125,1.520833,1.071428,422751600
1.520833,1.548611,1.416667,1.534722,1.081213,477689400
1.534722,1.628472,1.5,1.534722,1.081213,404888400
1.541667,1.541667,1.479167,1.513889,1.066536,207079200
1.506944,1.694444,1.5,1.666667,1.174168,448270200
1.666667,1.805556,1.652778,1.75,1.232877,450714600
1.736111,1.861111,1.652778,1.833333,1.291585,486054000
1.854167,1.923611,1.826389,1.899306,1.338063,298639800
1.902778,1.916667,1.652778,1.798611,1.267123,342720000
1.791667,1.854167,1.763889,1.819444,1.281801,294775200
1.819444,1.861111,1.645833,1.777778,1.252447,309650400
1.791667,1.888889,1.743056,1.847222,1.30137,315516600
1.840278,1.986111,1.8125,1.958333,1.379647,262530000
1.979167,2.010417,1.916667,1.951389,1.374756,133743600
1.944444,1.951389,1.868056,1.895833,1.335616,180855000
1.888889,2,1.888889,1.993056,1.40411,255744000
1.993056,2.083333,1.930556,1.944444,1.369862,224269200
1.909722,2.006944,1.854167,1.881944,1.325832,322119000
1.875,2.034722,1.798611,1.979167,1.394325,337284000
1.979167,2.107639,1.944444,1.947917,1.37231,392560200
1.930556,1.972222,1.861111,1.875,1.32094,390025800
1.854167,1.923611,1.819444,1.868056,1.316047,303035400
1.854167,1.930556,1.8125,1.909722,1.345401,313525800
1.902778,1.979167,1.868056,1.930556,1.360079,240777000
1.930556,1.979167,1.888889,1.940972,1.367417,279183600
1.944444,2.048611,1.881944,2.020833,1.423678,365067000
2.034722,2.215278,1.951389,2.118056,1.492173,558111600
2.104167,2.222222,2.097222,2.180556,1.536204,476049600
2.180556,2.256944,2.145833,2.222222,1.565558,243187200
2.243056,2.284722,2.048611,2.166667,1.526419,337861800
2.152778,2.277778,2.125,2.215278,1.560665,238201200
2.208333,2.472222,2.166667,2.3125,1.629158,393559200
2.3125,2.513889,2.298611,2.5,1.761253,367426800
2.493056,2.5625,2.395833,2.475694,1.744129,306905400
2.479167,2.673611,2.444444,2.548611,1.795499,373145400
2.548611,2.5625,2.347222,2.506944,1.766144,285044400
2.534722,2.590278,2.451389,2.541667,1.790607,263233800
2.555556,2.722222,2.555556,2.715278,1.912916,239684400
2.708333,2.881944,2.708333,2.881944,2.030333,274312800
2.868056,2.923611,2.715278,2.809028,1.978963,259225200
2.8125,3.083333,2.777778,3.069444,2.162426,220361400
3.076389,3.243056,2.965278,3.215278,2.265166,331858800
